id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
87959,Male,Loyal Customer,54,Business travel,Business,2903,2,2,2,2,4,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
93800,Female,disloyal Customer,36,Business travel,Eco,859,4,4,4,4,4,4,4,4,1,4,3,2,4,4,25,39.0,neutral or dissatisfied
75172,Female,disloyal Customer,16,Business travel,Eco,1744,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0.0,neutral or dissatisfied
1127,Male,Loyal Customer,19,Personal Travel,Eco,158,2,4,2,4,4,2,4,4,3,5,5,3,4,4,0,0.0,neutral or dissatisfied
109056,Male,disloyal Customer,31,Business travel,Eco,957,2,2,2,4,4,2,4,4,4,2,4,3,4,4,15,22.0,neutral or dissatisfied
98241,Female,Loyal Customer,44,Business travel,Business,1072,1,1,1,1,2,4,5,5,5,5,5,3,5,3,37,38.0,satisfied
85831,Female,Loyal Customer,64,Personal Travel,Eco,666,1,5,1,4,3,5,2,2,2,1,2,4,2,4,0,0.0,neutral or dissatisfied
11697,Female,Loyal Customer,55,Business travel,Business,3591,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
65053,Female,Loyal Customer,21,Personal Travel,Eco,551,4,5,4,3,2,4,2,2,1,1,3,1,1,2,0,0.0,neutral or dissatisfied
97940,Female,Loyal Customer,48,Business travel,Eco,483,2,5,5,5,5,4,3,2,2,2,2,1,2,4,26,4.0,neutral or dissatisfied
105839,Male,Loyal Customer,36,Personal Travel,Eco,842,2,4,2,3,3,2,3,3,5,1,4,1,1,3,93,125.0,neutral or dissatisfied
8925,Male,Loyal Customer,54,Business travel,Business,2107,2,2,2,2,4,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
8825,Female,Loyal Customer,35,Personal Travel,Eco,552,2,4,2,4,2,2,2,2,1,2,3,3,3,2,6,1.0,neutral or dissatisfied
30677,Female,Loyal Customer,51,Business travel,Business,2100,5,5,5,5,3,3,3,5,5,4,5,5,5,2,0,3.0,satisfied
106019,Male,disloyal Customer,44,Business travel,Business,682,2,3,3,5,3,2,5,3,3,3,5,4,4,3,24,2.0,neutral or dissatisfied
59710,Male,Loyal Customer,59,Business travel,Business,2809,5,2,5,5,2,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
37911,Male,Loyal Customer,44,Personal Travel,Eco,1023,4,5,4,2,2,4,2,2,5,1,3,3,4,2,0,0.0,satisfied
64708,Male,Loyal Customer,33,Business travel,Business,2882,5,5,5,5,4,5,5,4,5,5,4,4,5,4,0,0.0,satisfied
13170,Female,Loyal Customer,48,Personal Travel,Eco Plus,595,4,3,4,4,4,3,4,4,4,4,4,2,4,4,0,14.0,neutral or dissatisfied
20832,Female,disloyal Customer,29,Business travel,Eco,357,1,0,2,3,3,2,2,3,4,1,4,2,5,3,0,0.0,neutral or dissatisfied
3615,Male,Loyal Customer,52,Business travel,Business,544,4,4,4,4,3,4,4,4,4,5,4,4,4,5,0,0.0,satisfied
40080,Male,Loyal Customer,18,Personal Travel,Eco,493,3,5,3,4,3,3,1,3,4,4,5,4,4,3,0,0.0,neutral or dissatisfied
105795,Male,Loyal Customer,45,Personal Travel,Eco,842,3,5,3,2,5,3,5,5,4,5,5,3,4,5,0,0.0,neutral or dissatisfied
50334,Female,Loyal Customer,50,Business travel,Business,109,5,5,5,5,4,2,2,4,4,4,5,1,4,5,0,21.0,satisfied
127625,Female,disloyal Customer,40,Business travel,Business,1773,2,2,2,4,2,2,2,2,2,3,3,1,3,2,0,0.0,neutral or dissatisfied
111770,Male,Loyal Customer,28,Business travel,Business,1620,3,3,3,3,5,5,5,5,4,2,5,5,5,5,60,111.0,satisfied
75556,Female,Loyal Customer,50,Business travel,Business,2955,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
6895,Male,Loyal Customer,47,Business travel,Business,3716,0,0,0,4,2,5,4,2,2,2,2,3,2,3,68,79.0,satisfied
48273,Male,Loyal Customer,36,Business travel,Eco Plus,391,2,1,2,1,2,2,2,2,3,2,4,2,4,2,0,0.0,neutral or dissatisfied
87510,Male,Loyal Customer,31,Personal Travel,Eco,321,3,3,3,4,3,3,3,3,3,3,1,2,4,3,0,0.0,neutral or dissatisfied
117687,Male,Loyal Customer,44,Business travel,Business,1814,4,4,4,4,4,4,4,5,5,5,5,5,5,3,25,0.0,satisfied
78792,Female,Loyal Customer,45,Business travel,Business,447,1,1,4,1,5,2,4,2,2,2,2,2,2,5,0,0.0,satisfied
1133,Male,Loyal Customer,58,Personal Travel,Eco,113,1,4,1,4,1,1,1,1,4,5,2,3,5,1,0,0.0,neutral or dissatisfied
37887,Female,Loyal Customer,45,Business travel,Eco,937,3,5,5,5,1,4,3,3,3,3,3,1,3,1,0,0.0,neutral or dissatisfied
93918,Female,Loyal Customer,53,Business travel,Business,1672,2,1,2,2,2,4,4,4,4,4,4,4,4,5,1,0.0,satisfied
48421,Female,Loyal Customer,40,Business travel,Business,3559,5,4,5,5,1,2,2,5,5,5,5,1,5,4,0,0.0,satisfied
124172,Female,Loyal Customer,56,Personal Travel,Eco,2133,3,4,3,4,2,3,4,2,2,3,5,3,2,4,0,0.0,neutral or dissatisfied
27251,Female,Loyal Customer,41,Business travel,Business,2047,1,1,1,1,5,5,5,5,5,5,5,4,5,3,6,0.0,satisfied
94579,Female,Loyal Customer,43,Business travel,Business,273,0,0,0,5,3,4,5,4,4,4,4,4,4,3,21,22.0,satisfied
10995,Female,disloyal Customer,40,Business travel,Business,224,3,3,3,3,4,3,4,4,1,3,3,2,4,4,0,0.0,neutral or dissatisfied
43860,Male,Loyal Customer,34,Business travel,Eco,153,0,0,0,3,1,0,1,1,4,1,2,5,3,1,0,0.0,satisfied
13553,Female,Loyal Customer,63,Business travel,Eco,152,5,5,5,5,4,4,4,4,4,5,4,5,4,1,0,0.0,satisfied
71483,Female,Loyal Customer,40,Business travel,Business,1197,4,4,4,4,5,4,5,2,2,2,2,3,2,4,4,2.0,satisfied
56362,Female,Loyal Customer,32,Personal Travel,Eco,200,3,2,3,4,5,3,5,5,3,4,4,1,4,5,0,0.0,neutral or dissatisfied
7837,Female,Loyal Customer,45,Personal Travel,Eco Plus,710,1,5,1,4,2,4,5,3,3,1,3,4,3,3,0,0.0,neutral or dissatisfied
118172,Male,Loyal Customer,26,Business travel,Business,1444,2,2,2,2,4,4,4,4,4,3,5,4,5,4,11,13.0,satisfied
15373,Female,Loyal Customer,43,Business travel,Business,377,5,5,5,5,4,5,4,4,4,4,4,2,4,5,2,0.0,satisfied
34842,Female,Loyal Customer,7,Personal Travel,Eco Plus,264,4,4,0,4,0,5,5,1,1,3,3,5,4,5,169,158.0,neutral or dissatisfied
27214,Male,Loyal Customer,23,Personal Travel,Eco Plus,2554,3,1,3,4,4,3,5,4,2,2,4,3,4,4,5,7.0,neutral or dissatisfied
74425,Female,Loyal Customer,59,Business travel,Business,3875,5,5,2,5,4,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
81326,Female,Loyal Customer,49,Business travel,Business,3319,1,1,1,1,5,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
39030,Female,Loyal Customer,64,Personal Travel,Eco,113,2,4,2,4,2,4,2,5,5,2,5,5,5,2,0,8.0,neutral or dissatisfied
76991,Female,Loyal Customer,59,Personal Travel,Business,368,2,4,4,2,1,5,5,2,2,4,2,4,2,1,20,16.0,neutral or dissatisfied
23650,Male,Loyal Customer,31,Personal Travel,Business,73,3,3,3,3,4,3,4,4,3,2,4,2,1,4,0,0.0,neutral or dissatisfied
10121,Male,Loyal Customer,23,Business travel,Business,3205,4,4,4,4,5,5,5,5,3,3,5,4,5,5,0,0.0,satisfied
66352,Female,Loyal Customer,57,Business travel,Business,3504,5,5,5,5,3,5,5,4,4,4,4,3,4,5,6,4.0,satisfied
105520,Female,disloyal Customer,24,Business travel,Business,611,3,1,3,2,5,3,1,5,1,3,2,2,3,5,51,71.0,neutral or dissatisfied
6972,Female,Loyal Customer,49,Business travel,Business,2650,3,3,3,3,2,5,5,4,4,4,5,4,4,3,66,55.0,satisfied
31292,Male,Loyal Customer,25,Business travel,Eco Plus,533,5,1,1,1,5,5,4,5,2,3,3,2,2,5,3,0.0,satisfied
114497,Female,Loyal Customer,30,Business travel,Business,3926,5,5,5,5,5,5,5,5,3,4,5,4,5,5,0,0.0,satisfied
93435,Female,Loyal Customer,65,Business travel,Business,3822,3,3,3,3,1,3,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
86498,Male,Loyal Customer,45,Personal Travel,Eco,762,4,3,4,3,5,4,5,5,4,4,3,3,3,5,0,0.0,neutral or dissatisfied
57742,Male,Loyal Customer,40,Business travel,Business,2704,3,3,3,3,5,5,5,3,4,3,5,5,4,5,63,54.0,satisfied
2304,Female,Loyal Customer,48,Business travel,Eco,230,4,4,4,4,2,5,1,4,4,4,4,4,4,5,12,18.0,satisfied
111653,Female,disloyal Customer,22,Business travel,Eco,1558,1,0,0,4,5,1,5,5,4,4,3,4,4,5,18,10.0,neutral or dissatisfied
110899,Male,Loyal Customer,41,Business travel,Business,404,1,2,2,2,4,4,4,1,1,1,1,1,1,2,9,2.0,neutral or dissatisfied
106668,Female,Loyal Customer,43,Business travel,Eco Plus,1190,2,4,4,4,4,5,1,2,2,2,2,5,2,3,0,12.0,satisfied
122171,Male,disloyal Customer,23,Business travel,Eco,544,5,4,5,4,3,5,3,3,4,2,5,3,4,3,0,0.0,satisfied
19323,Male,Loyal Customer,53,Business travel,Eco,743,5,1,3,3,5,5,5,5,2,1,5,1,2,5,68,67.0,satisfied
98744,Male,Loyal Customer,20,Personal Travel,Eco,1558,1,5,1,1,5,1,5,5,4,3,3,5,5,5,6,0.0,neutral or dissatisfied
26340,Female,Loyal Customer,23,Business travel,Eco,834,3,4,4,4,3,3,1,3,4,4,2,2,2,3,0,0.0,neutral or dissatisfied
40481,Male,Loyal Customer,14,Personal Travel,Eco,222,5,5,0,1,3,0,3,3,3,3,2,3,2,3,4,0.0,satisfied
59004,Male,Loyal Customer,52,Business travel,Business,1726,2,2,2,2,4,3,5,5,5,5,5,5,5,5,26,18.0,satisfied
583,Female,Loyal Customer,58,Business travel,Business,164,1,1,1,1,5,5,4,5,5,5,4,5,5,4,0,0.0,satisfied
91596,Male,Loyal Customer,20,Personal Travel,Business,1312,1,5,1,1,2,1,2,2,5,4,5,4,4,2,0,0.0,neutral or dissatisfied
33864,Female,Loyal Customer,22,Personal Travel,Eco,1562,4,5,4,1,1,4,1,1,3,3,5,5,5,1,0,0.0,neutral or dissatisfied
109788,Female,Loyal Customer,54,Business travel,Business,1092,2,2,2,2,5,5,5,2,2,2,2,4,2,3,27,4.0,satisfied
2259,Female,Loyal Customer,55,Business travel,Business,690,4,4,4,4,3,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
10150,Female,Loyal Customer,7,Personal Travel,Eco,1157,2,5,2,2,1,2,1,1,3,5,4,3,4,1,0,0.0,neutral or dissatisfied
27236,Female,Loyal Customer,45,Personal Travel,Eco,1024,2,4,2,2,5,4,4,5,5,2,2,5,5,3,0,0.0,neutral or dissatisfied
21657,Male,Loyal Customer,29,Personal Travel,Business,708,2,3,2,3,3,2,3,3,2,5,3,4,4,3,15,5.0,neutral or dissatisfied
57626,Male,Loyal Customer,57,Business travel,Business,3263,5,5,5,5,3,4,4,5,5,5,5,5,5,4,1,0.0,satisfied
122319,Male,Loyal Customer,22,Business travel,Eco Plus,541,2,5,5,5,2,2,1,2,2,5,4,2,3,2,0,0.0,neutral or dissatisfied
100599,Female,Loyal Customer,45,Business travel,Business,718,4,4,4,4,4,4,4,5,5,5,5,5,5,3,6,2.0,satisfied
118028,Male,disloyal Customer,37,Business travel,Business,1044,3,3,3,4,2,3,1,2,3,4,4,4,4,2,0,2.0,neutral or dissatisfied
104199,Female,disloyal Customer,15,Business travel,Eco,1310,3,3,3,2,2,3,2,2,4,5,4,5,4,2,0,0.0,neutral or dissatisfied
67586,Male,Loyal Customer,23,Business travel,Business,1205,3,3,3,3,3,3,3,3,4,2,4,3,4,3,0,0.0,satisfied
74406,Male,disloyal Customer,26,Business travel,Business,1205,5,5,5,2,5,2,2,4,4,4,4,2,3,2,452,444.0,satisfied
73217,Male,Loyal Customer,54,Business travel,Business,1718,1,1,1,1,2,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
77960,Male,disloyal Customer,33,Business travel,Business,214,2,2,2,5,2,2,2,2,5,3,4,4,4,2,0,0.0,neutral or dissatisfied
73674,Female,disloyal Customer,18,Business travel,Eco,192,2,0,2,3,5,2,2,5,3,5,5,4,5,5,0,0.0,neutral or dissatisfied
57052,Female,Loyal Customer,36,Business travel,Business,2133,2,5,5,5,5,1,1,2,2,2,2,1,2,4,17,26.0,neutral or dissatisfied
20479,Female,Loyal Customer,42,Business travel,Eco,130,3,3,3,3,2,4,4,3,3,3,3,4,3,3,0,7.0,satisfied
28997,Male,disloyal Customer,47,Business travel,Eco,954,2,2,2,3,5,2,5,5,1,1,4,3,4,5,0,16.0,neutral or dissatisfied
71305,Female,Loyal Customer,41,Business travel,Business,1514,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,19.0,satisfied
101818,Male,disloyal Customer,30,Business travel,Eco,1121,2,2,2,1,1,2,1,1,3,1,2,3,3,1,5,0.0,neutral or dissatisfied
51509,Female,Loyal Customer,62,Business travel,Business,261,1,1,1,1,2,4,1,4,4,4,4,2,4,5,0,7.0,satisfied
5699,Male,Loyal Customer,51,Business travel,Eco,234,2,2,2,2,2,2,2,2,1,5,1,2,4,2,0,0.0,neutral or dissatisfied
115243,Female,disloyal Customer,20,Business travel,Business,446,5,2,5,3,2,2,2,2,3,5,4,3,5,2,2,1.0,satisfied
647,Female,Loyal Customer,37,Business travel,Business,1535,4,4,4,4,2,5,5,5,5,5,5,4,5,3,45,62.0,satisfied
100148,Male,Loyal Customer,65,Business travel,Eco,725,2,3,4,3,2,2,2,2,2,5,3,2,3,2,8,0.0,neutral or dissatisfied
100121,Male,disloyal Customer,24,Business travel,Eco,468,3,4,3,3,2,3,2,2,4,3,3,1,4,2,0,0.0,neutral or dissatisfied
78552,Female,Loyal Customer,54,Business travel,Eco Plus,526,2,4,4,4,2,4,3,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
17328,Female,disloyal Customer,32,Business travel,Eco Plus,403,2,2,2,3,2,2,2,2,4,5,4,3,5,2,0,0.0,neutral or dissatisfied
6551,Male,disloyal Customer,38,Business travel,Business,618,4,4,4,3,2,4,2,2,3,5,4,3,4,2,7,0.0,satisfied
18273,Male,Loyal Customer,41,Personal Travel,Eco,228,3,3,3,1,4,3,4,4,5,4,1,3,3,4,25,68.0,neutral or dissatisfied
129718,Female,disloyal Customer,38,Business travel,Eco,337,3,2,3,4,4,3,4,4,2,2,4,1,4,4,0,0.0,neutral or dissatisfied
26251,Male,Loyal Customer,46,Business travel,Eco Plus,270,4,1,1,1,4,4,4,4,3,2,4,4,3,4,26,9.0,satisfied
56182,Male,Loyal Customer,51,Personal Travel,Eco,1504,5,4,5,2,1,5,1,1,4,5,4,4,4,1,0,1.0,satisfied
35874,Male,Loyal Customer,67,Personal Travel,Eco,1068,3,5,2,3,4,2,4,4,5,2,2,4,3,4,0,0.0,neutral or dissatisfied
35979,Female,Loyal Customer,31,Business travel,Business,2184,2,2,2,2,5,5,5,5,2,5,4,4,1,5,0,0.0,satisfied
84078,Male,Loyal Customer,65,Business travel,Eco,357,4,4,4,4,4,4,4,4,4,3,4,1,4,4,0,0.0,neutral or dissatisfied
33027,Male,Loyal Customer,39,Personal Travel,Eco,216,1,5,1,5,4,1,4,4,3,2,5,5,4,4,0,0.0,neutral or dissatisfied
77776,Female,Loyal Customer,40,Personal Travel,Eco,731,1,4,1,4,2,1,2,2,2,4,5,5,1,2,0,6.0,neutral or dissatisfied
41264,Female,disloyal Customer,45,Business travel,Business,1075,2,2,2,4,5,2,5,5,4,3,3,1,4,5,0,6.0,neutral or dissatisfied
125340,Male,Loyal Customer,51,Business travel,Business,2416,4,4,4,4,3,4,5,5,5,5,5,5,5,3,67,80.0,satisfied
40440,Female,disloyal Customer,55,Business travel,Eco,188,2,2,2,3,2,2,2,2,2,4,3,3,4,2,0,0.0,neutral or dissatisfied
51001,Female,Loyal Customer,23,Personal Travel,Eco,250,4,5,4,4,4,4,4,4,3,3,4,3,5,4,0,0.0,satisfied
102334,Male,disloyal Customer,19,Business travel,Eco,488,1,3,1,2,1,1,1,1,4,1,3,2,2,1,22,14.0,neutral or dissatisfied
123174,Female,Loyal Customer,61,Business travel,Business,2388,0,5,0,1,3,1,2,2,2,2,2,3,2,1,4,0.0,satisfied
33800,Male,Loyal Customer,27,Business travel,Business,1521,1,1,1,1,4,4,4,4,5,4,3,5,1,4,8,44.0,satisfied
114887,Male,Loyal Customer,37,Business travel,Business,2990,3,3,3,3,4,5,4,4,4,4,4,4,4,3,111,129.0,satisfied
63874,Male,Loyal Customer,31,Business travel,Business,2278,2,2,2,2,2,2,2,2,3,2,5,3,4,2,33,23.0,satisfied
66487,Female,Loyal Customer,60,Business travel,Business,2201,5,5,2,5,5,5,5,4,5,5,5,5,4,5,138,179.0,satisfied
65059,Female,Loyal Customer,18,Personal Travel,Eco,190,3,5,0,3,3,0,3,3,5,4,5,4,5,3,0,0.0,neutral or dissatisfied
40357,Male,Loyal Customer,62,Personal Travel,Business,1250,3,3,3,3,5,4,4,2,2,3,2,1,2,4,0,0.0,neutral or dissatisfied
117491,Female,Loyal Customer,38,Business travel,Business,1522,1,2,2,2,5,3,4,1,1,1,1,3,1,3,3,0.0,neutral or dissatisfied
20006,Female,Loyal Customer,38,Business travel,Eco,189,2,1,1,1,2,2,2,2,1,2,4,1,4,2,0,0.0,neutral or dissatisfied
129667,Male,disloyal Customer,61,Business travel,Eco,337,3,2,4,4,2,4,2,2,4,1,4,2,4,2,0,0.0,neutral or dissatisfied
20740,Male,Loyal Customer,37,Business travel,Business,363,3,3,3,3,5,5,5,3,4,2,2,5,4,5,141,126.0,satisfied
33953,Male,Loyal Customer,47,Business travel,Eco Plus,672,4,3,3,3,5,4,5,5,1,5,3,2,3,5,0,0.0,neutral or dissatisfied
110835,Male,Loyal Customer,55,Personal Travel,Eco Plus,1105,2,1,3,4,3,3,3,3,1,4,3,1,3,3,0,1.0,neutral or dissatisfied
44815,Male,Loyal Customer,50,Personal Travel,Eco,802,2,2,2,4,4,2,4,4,1,2,4,1,3,4,17,0.0,neutral or dissatisfied
34217,Female,Loyal Customer,27,Personal Travel,Eco,1189,3,4,3,1,5,3,5,5,4,3,4,3,4,5,27,33.0,neutral or dissatisfied
20392,Female,Loyal Customer,10,Business travel,Business,588,1,3,1,3,1,1,1,1,3,5,4,4,3,1,52,45.0,neutral or dissatisfied
60701,Female,disloyal Customer,55,Business travel,Business,1605,4,4,4,2,4,4,4,4,5,5,5,5,5,4,0,0.0,satisfied
74086,Female,Loyal Customer,23,Business travel,Business,2966,4,2,4,4,5,5,5,5,4,4,5,5,4,5,0,0.0,satisfied
93459,Male,Loyal Customer,52,Personal Travel,Eco,723,2,4,3,3,3,3,3,3,5,4,4,4,4,3,22,15.0,neutral or dissatisfied
40953,Male,disloyal Customer,23,Business travel,Eco,507,2,3,2,1,4,2,4,4,5,5,4,5,2,4,0,0.0,neutral or dissatisfied
106534,Male,Loyal Customer,40,Business travel,Business,3231,1,1,4,4,2,4,3,1,1,1,1,3,1,3,12,52.0,neutral or dissatisfied
120818,Male,Loyal Customer,14,Personal Travel,Eco,666,2,3,2,4,4,2,5,4,3,2,1,3,5,4,0,0.0,neutral or dissatisfied
124894,Female,disloyal Customer,26,Business travel,Business,728,4,4,4,1,2,4,2,2,4,5,5,5,4,2,0,0.0,satisfied
53382,Male,Loyal Customer,15,Personal Travel,Eco,1452,3,2,3,2,5,3,5,5,2,2,1,2,2,5,0,0.0,neutral or dissatisfied
17878,Female,Loyal Customer,62,Personal Travel,Eco,425,0,0,0,1,4,4,4,1,1,0,1,3,1,4,0,0.0,satisfied
70478,Female,Loyal Customer,38,Business travel,Business,3192,2,2,3,2,4,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
127935,Male,Loyal Customer,51,Personal Travel,Eco,2300,2,4,2,4,5,2,5,5,4,3,3,5,5,5,1,0.0,neutral or dissatisfied
63561,Female,disloyal Customer,20,Business travel,Eco Plus,1009,2,0,2,3,3,2,2,3,3,1,3,3,3,3,2,0.0,neutral or dissatisfied
45367,Female,Loyal Customer,27,Personal Travel,Eco,188,2,4,2,3,3,2,3,3,3,3,4,3,4,3,0,0.0,neutral or dissatisfied
61319,Male,Loyal Customer,51,Business travel,Business,2776,4,4,3,4,3,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
111042,Male,disloyal Customer,36,Business travel,Eco,197,2,2,2,2,5,2,5,5,2,4,1,1,1,5,42,46.0,neutral or dissatisfied
14089,Female,Loyal Customer,34,Business travel,Business,425,4,4,4,4,2,3,5,5,5,5,5,1,5,5,0,1.0,satisfied
74253,Female,Loyal Customer,30,Personal Travel,Eco,1709,3,3,3,4,4,3,4,4,5,3,1,1,4,4,24,33.0,neutral or dissatisfied
100708,Female,disloyal Customer,38,Business travel,Business,328,3,3,3,3,4,3,1,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
9846,Female,Loyal Customer,25,Business travel,Business,2685,3,3,3,3,3,3,3,3,5,4,5,5,4,3,0,1.0,satisfied
57315,Female,Loyal Customer,42,Business travel,Business,414,5,5,1,5,5,5,4,4,4,4,4,5,4,4,11,0.0,satisfied
95348,Male,Loyal Customer,63,Personal Travel,Eco,293,3,5,3,3,5,3,5,5,4,4,5,5,4,5,6,5.0,neutral or dissatisfied
59041,Male,Loyal Customer,34,Business travel,Business,1744,2,1,1,1,2,1,2,2,2,2,2,1,2,4,52,62.0,neutral or dissatisfied
49887,Female,disloyal Customer,37,Business travel,Eco,153,3,1,3,4,4,3,4,4,1,4,3,4,4,4,0,0.0,neutral or dissatisfied
94258,Female,Loyal Customer,35,Business travel,Business,3855,2,2,2,2,3,5,5,5,5,5,4,5,5,5,11,8.0,satisfied
81229,Male,Loyal Customer,48,Business travel,Business,2963,0,5,0,4,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
104368,Male,Loyal Customer,34,Business travel,Business,228,4,4,4,4,2,5,4,5,5,5,5,4,5,3,52,65.0,satisfied
79370,Male,Loyal Customer,42,Business travel,Business,3609,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
127968,Female,Loyal Customer,54,Business travel,Business,1999,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
78159,Male,disloyal Customer,48,Business travel,Business,192,3,3,3,1,5,3,5,5,5,5,4,3,4,5,0,0.0,neutral or dissatisfied
115062,Male,Loyal Customer,80,Business travel,Business,2689,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
14706,Female,Loyal Customer,27,Business travel,Business,419,3,2,4,2,3,3,3,3,1,5,3,2,4,3,49,47.0,neutral or dissatisfied
37174,Male,Loyal Customer,69,Personal Travel,Eco,1189,2,5,2,5,2,2,1,2,3,4,4,5,4,2,0,0.0,neutral or dissatisfied
22724,Male,Loyal Customer,57,Business travel,Business,147,5,5,5,5,2,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
4755,Male,disloyal Customer,21,Business travel,Business,403,3,3,3,2,1,3,1,1,2,5,3,4,3,1,0,0.0,neutral or dissatisfied
68004,Female,disloyal Customer,49,Business travel,Business,304,3,3,3,2,4,3,5,4,5,5,5,4,5,4,0,0.0,neutral or dissatisfied
45257,Male,Loyal Customer,44,Personal Travel,Eco,584,3,2,3,3,3,3,3,3,4,4,4,4,4,3,0,5.0,neutral or dissatisfied
51351,Female,disloyal Customer,18,Business travel,Eco Plus,86,3,0,3,3,1,3,2,1,4,1,4,5,1,1,0,2.0,neutral or dissatisfied
86758,Female,Loyal Customer,8,Personal Travel,Eco,821,3,5,3,2,4,3,4,4,4,4,1,3,4,4,29,15.0,neutral or dissatisfied
80211,Male,Loyal Customer,14,Personal Travel,Eco Plus,2475,3,5,4,2,2,4,2,2,3,3,3,5,5,2,0,0.0,neutral or dissatisfied
106027,Female,disloyal Customer,29,Business travel,Business,682,1,1,1,3,2,1,2,2,3,2,5,4,4,2,0,0.0,neutral or dissatisfied
31793,Female,Loyal Customer,51,Business travel,Business,2640,3,5,5,5,3,3,3,3,1,2,4,3,4,3,0,0.0,neutral or dissatisfied
50140,Male,disloyal Customer,27,Business travel,Eco,77,1,3,1,4,2,1,2,2,3,1,4,4,3,2,33,33.0,neutral or dissatisfied
65461,Male,Loyal Customer,25,Business travel,Business,3367,5,5,5,5,4,4,4,4,4,3,5,3,5,4,11,0.0,satisfied
92887,Female,Loyal Customer,40,Business travel,Business,3670,1,1,1,1,4,4,5,3,3,4,5,4,3,3,0,0.0,satisfied
2241,Female,Loyal Customer,48,Business travel,Business,1041,2,2,2,2,3,4,4,3,3,3,3,3,3,4,0,0.0,satisfied
17634,Male,Loyal Customer,65,Personal Travel,Eco Plus,980,3,4,4,2,4,4,4,4,4,2,5,3,5,4,15,20.0,neutral or dissatisfied
83338,Female,Loyal Customer,27,Personal Travel,Eco Plus,2105,1,0,1,2,4,1,4,4,3,2,5,3,4,4,0,0.0,neutral or dissatisfied
58547,Male,Loyal Customer,41,Business travel,Business,1514,4,4,4,4,2,5,5,4,4,4,4,4,4,4,31,27.0,satisfied
91200,Male,Loyal Customer,15,Personal Travel,Eco,581,1,4,1,1,2,1,2,2,4,4,5,4,4,2,19,18.0,neutral or dissatisfied
8702,Female,Loyal Customer,22,Business travel,Business,2497,4,3,4,4,4,4,4,4,3,2,4,1,5,4,0,0.0,satisfied
85478,Male,disloyal Customer,24,Business travel,Eco,332,1,1,0,4,2,0,2,2,4,2,3,3,3,2,4,4.0,neutral or dissatisfied
69042,Female,Loyal Customer,47,Business travel,Business,1389,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
38999,Female,Loyal Customer,24,Business travel,Business,2746,3,5,5,5,3,3,3,3,4,2,3,1,3,3,0,18.0,neutral or dissatisfied
129648,Female,Loyal Customer,53,Business travel,Business,337,1,1,4,1,4,5,4,4,4,4,4,4,4,3,0,9.0,satisfied
85718,Male,Loyal Customer,51,Business travel,Business,1963,3,3,3,3,2,5,5,4,4,5,4,3,4,5,27,36.0,satisfied
89257,Female,Loyal Customer,48,Business travel,Business,453,4,4,4,4,3,4,5,3,3,2,3,4,3,5,0,0.0,satisfied
47704,Male,Loyal Customer,66,Personal Travel,Eco,1482,2,4,2,4,1,2,1,1,4,5,4,3,4,1,0,0.0,neutral or dissatisfied
37145,Male,Loyal Customer,47,Business travel,Business,3174,3,2,2,2,2,2,3,3,3,3,3,2,3,4,6,0.0,neutral or dissatisfied
98766,Male,Loyal Customer,43,Personal Travel,Eco,1814,2,5,2,2,2,2,2,2,3,3,5,3,5,2,0,0.0,neutral or dissatisfied
82889,Male,Loyal Customer,15,Personal Travel,Eco,594,2,3,2,3,1,2,1,1,3,3,4,2,3,1,0,0.0,neutral or dissatisfied
28047,Female,Loyal Customer,29,Business travel,Business,1739,2,2,2,2,5,4,5,5,5,2,3,3,2,5,81,115.0,satisfied
118080,Female,Loyal Customer,41,Business travel,Business,1276,2,2,2,2,2,5,4,3,3,4,3,4,3,4,3,7.0,satisfied
