Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Class_encoded,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Satisfaction_binary
13.0,488.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,23.0,28.0,2.0,0.0,0.0,0.0,0
31.0,545.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
37.0,646.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0
50.0,1928.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1
37.0,368.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,269.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
68.0,303.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,18.0,0.0,0.0,0.0,1.0,0
32.0,290.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0
32.0,612.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
39.0,358.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,27.0,30.0,0.0,0.0,1.0,0.0,0
31.0,1814.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,90.0,76.0,1.0,0.0,1.0,0.0,0
44.0,761.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0
37.0,1252.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0
43.0,2182.0,2.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0
28.0,965.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0
60.0,967.0,2.0,5.0,1.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,33.0,25.0,0.0,0.0,0.0,0.0,0
24.0,258.0,5.0,0.0,5.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,1
30.0,369.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0
31.0,429.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,5.0,69.0,60.0,0.0,0.0,1.0,1.0,0
58.0,1698.0,1.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,52.0,40.0,2.0,1.0,0.0,0.0,0
52.0,626.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
67.0,868.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0
53.0,404.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,3.0,61.0,134.0,2.0,1.0,0.0,1.0,0
51.0,461.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
48.0,628.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,80.0,70.0,0.0,0.0,0.0,0.0,0
47.0,1737.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,1
36.0,2418.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,22.0,16.0,2.0,1.0,0.0,0.0,0
34.0,395.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,1.0,0
10.0,937.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,17.0,0.0,0.0,0.0,1.0,0
65.0,1009.0,3.0,5.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,10.0,9.0,0.0,1.0,0.0,1.0,0
48.0,2463.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
18.0,759.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,72.0,78.0,0.0,1.0,0.0,1.0,0
45.0,834.0,2.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18.0,1960.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,184.0,183.0,2.0,0.0,0.0,0.0,0
33.0,130.0,2.0,4.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0
62.0,2884.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
58.0,1902.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
29.0,2342.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,9.0,25.0,0.0,0.0,0.0,0.0,0
23.0,926.0,5.0,5.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,23.0,3.0,0.0,0.0,1.0,0.0,1
27.0,300.0,4.0,0.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,20.0,11.0,0.0,1.0,1.0,0.0,0
39.0,337.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
40.0,2342.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
25.0,1174.0,5.0,0.0,4.0,5.0,3.0,4.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1
67.0,345.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0
57.0,2603.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,118.0,114.0,2.0,0.0,0.0,0.0,1
21.0,377.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,7.0,20.0,0.0,0.0,0.0,1.0,0
26.0,1947.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1
59.0,1105.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0
24.0,102.0,0.0,5.0,0.0,1.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,1.0,3.0,11.0,12.0,0.0,0.0,1.0,0.0,1
43.0,1089.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
37.0,404.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,35.0,27.0,2.0,0.0,1.0,0.0,1
66.0,460.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0
7.0,3395.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
37.0,1013.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,35.0,32.0,0.0,1.0,1.0,0.0,0
56.0,1012.0,3.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
49.0,2052.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,0
45.0,503.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,8.0,3.0,2.0,0.0,1.0,0.0,0
52.0,740.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29.0,874.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,56.0,50.0,1.0,1.0,0.0,0.0,0
25.0,1853.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,13.0,15.0,2.0,0.0,0.0,0.0,0
33.0,160.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,1
47.0,2769.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0
39.0,530.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
26.0,883.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,7.0,0.0,1.0,0.0,1.0,0
21.0,591.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,30.0,27.0,0.0,1.0,1.0,0.0,0
22.0,253.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0
51.0,643.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
36.0,2498.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,0
34.0,599.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
55.0,3850.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
30.0,693.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,19.0,32.0,2.0,1.0,1.0,0.0,1
24.0,233.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0
54.0,315.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
43.0,405.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,16.0,15.0,2.0,0.0,0.0,0.0,1
60.0,3661.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
50.0,496.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0
25.0,549.0,1.0,4.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0
52.0,2262.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
69.0,1016.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55.0,834.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,78.0,68.0,2.0,0.0,0.0,0.0,1
42.0,926.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,122.0,195.0,0.0,0.0,0.0,0.0,0
61.0,253.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1
41.0,432.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,52.0,49.0,0.0,0.0,0.0,0.0,0
43.0,1471.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,1
33.0,364.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,0
43.0,1017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33.0,413.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,19.0,24.0,0.0,1.0,0.0,0.0,0
57.0,337.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,24.0,21.0,2.0,0.0,0.0,0.0,1
67.0,587.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,5.0,5.0,1.0,79.0,64.0,0.0,1.0,0.0,1.0,0
54.0,126.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44.0,1176.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,1.0,10.0,27.0,0.0,0.0,1.0,0.0,0
59.0,106.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,17.0,0.0,1.0,0.0,1.0,0
54.0,1096.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1
34.0,2149.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
26.0,1560.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,17.0,9.0,2.0,1.0,0.0,0.0,1
52.0,2971.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,3.0,1.0,147.0,139.0,2.0,0.0,0.0,0.0,1
50.0,1725.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,10.0,2.0,0.0,0.0,0.0,1
36.0,746.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,32.0,23.0,2.0,1.0,0.0,0.0,1
26.0,2880.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,0
20.0,985.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0
45.0,2978.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
52.0,342.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,9.0,24.0,0.0,1.0,0.0,1.0,0
31.0,500.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1
59.0,212.0,0.0,3.0,0.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1
32.0,101.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,1
41.0,322.0,2.0,3.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,0.0,4.0,2.0,1.0,1.0,0.0,1
54.0,1685.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,31.0,20.0,2.0,0.0,0.0,0.0,1
47.0,403.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,111.0,101.0,2.0,1.0,0.0,0.0,1
53.0,296.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,1.0,43.0,38.0,0.0,1.0,0.0,1.0,0
27.0,432.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0
63.0,479.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,12.0,8.0,0.0,0.0,0.0,1.0,0
44.0,1034.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1
47.0,1235.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1
58.0,547.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,7.0,11.0,0.0,0.0,0.0,0.0,0
56.0,912.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,0.0,19.0,0.0,0.0,0.0,1.0,0
54.0,1069.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1
25.0,1055.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0
45.0,1009.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,43.0,36.0,0.0,0.0,0.0,1.0,0
39.0,188.0,1.0,0.0,0.0,3.0,5.0,0.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0
41.0,3839.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,289.0,285.0,2.0,0.0,0.0,0.0,0
45.0,1700.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0
35.0,3322.0,1.0,5.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1
55.0,1440.0,4.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0
48.0,597.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
27.0,1590.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1
53.0,189.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,16.0,2.0,0.0,0.0,0.0,1
36.0,1874.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,5.0,1.0,33.0,53.0,0.0,1.0,0.0,0.0,1
40.0,456.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0
20.0,299.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,5.0,2.0,0.0,1.0,0.0,1
45.0,1617.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0
52.0,2066.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
11.0,1744.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,9.0,2.0,0.0,0.0,0.0,0
14.0,1259.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,145.0,123.0,1.0,0.0,0.0,1.0,0
39.0,432.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
69.0,862.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28.0,896.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,91.0,77.0,0.0,1.0,0.0,1.0,0
27.0,612.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,17.0,25.0,0.0,0.0,1.0,0.0,0
49.0,657.0,3.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0
24.0,761.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
74.0,399.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,28.0,24.0,2.0,1.0,0.0,0.0,0
27.0,489.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0
68.0,2066.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0
46.0,2248.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,0.0,2.0,1.0,0.0,0.0,1
66.0,1726.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1
23.0,580.0,5.0,2.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,19.0,11.0,2.0,1.0,1.0,0.0,1
53.0,1192.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
23.0,577.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1
21.0,1069.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30.0,634.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1
55.0,2342.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,1
49.0,370.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,7.0,2.0,1.0,0.0,0.0,1
23.0,671.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1
